Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
8.676483833,-17.49393082,-20.70688248,-19.06260109,33.13903073
8.686480833,-17.14110184,-20.68893051,-19.44824982,33.16750878
8.696476833,-16.81279373,-20.67327499,-19.55955887,33.05496446
8.706472833,-16.497715,-20.62746048,-19.43190956,32.79124632
8.716469833,-16.15901184,-20.47887611,-19.4224968,32.52278297
8.726465833,-15.87567806,-20.27726746,-19.59446335,32.35966198
8.736461833,-15.65593624,-19.93825531,-19.70503807,32.10811252
8.746457833,-15.45186901,-19.68283463,-19.94360733,31.99877667
8.756454833,-15.47502804,-19.21657181,-20.53222084,32.09867937
8.766450833,-15.51509762,-18.89738083,-20.43133163,31.86327931
8.776446833,-15.56437969,-18.50504875,-20.63129807,31.78580193
8.786443833,-15.76168537,-17.88770294,-21.92180443,32.38774694
8.796439833,-15.87424374,-17.32875061,-22.82649994,32.76165917
8.806435833,-15.86052036,-16.92987633,-23.1923275,32.8033668
8.816432833,-15.92735004,-16.32248116,-23.43664742,32.7013809
8.826428833,-15.89688778,-15.64625168,-23.42480659,32.34559934
8.836424833,-15.92503834,-14.93559742,-23.67901039,32.20829784
8.846421833,-15.83100605,-14.21609497,-23.84833717,31.96030811
8.856417833,-15.72957897,-13.3800354,-24.0770359,31.71984647
8.866413833,-15.65867329,-12.4489193,-24.97002602,31.99487209
8.876409833,-15.73346233,-11.3979845,-26.0771656,32.51883229
8.886406833,-15.80912113,-10.40444756,-26.71406364,32.73869326
8.896402833,-15.89930439,-9.45950222,-27.13777351,32.84400727
8.906398833,-15.93667316,-8.509119987,-27.37787437,32.80138228
8.916395833,-16.01847076,-7.64786911,-27.59058189,32.80733937
8.926391833,-16.15162277,-6.732452869,-28.0044384,33.02195345
8.936387833,-16.27514267,-5.667647839,-28.37227821,33.19621472
8.946384833,-16.46494293,-4.662401199,-28.39990425,33.15700367
8.956380833,-16.6715126,-3.627581596,-28.38202477,33.11552522
8.966376833,-17.03230667,-2.618598938,-28.29930305,33.13317196
8.976373833,-17.36934662,-1.61046505,-27.96600914,32.96036206
8.986369833,-17.6410408,-0.6163911819,-27.75615883,32.8936257
8.996365833,-18.0010376,0.3208360672,-27.73014259,33.06207947
9.006361833,-18.23812485,1.265877724,-27.55799294,33.07075171
9.016358833,-18.45969009,2.281925201,-27.37187386,33.09360693
9.026354833,-18.45969009,2.281925201,-27.37187386,33.09360693
9.036350833,-18.62000275,3.380304337,-27.22297096,33.15450358
9.046347833,-18.76988602,4.525127411,-26.94013405,33.14447498
9.056343833,-18.84402847,5.776489258,-26.49028206,33.01818106
9.066339833,-18.98192978,7.11797142,-26.15351677,33.09056685
9.076336833,-19.0680275,8.551841736,-25.86632347,33.25342628
9.086332833,-19.04984283,9.958026886,-25.40207863,33.27648434
9.096328833,-19.02505875,11.41866493,-24.93950081,33.38139407
9.106325833,-18.98897934,12.91062737,-24.40852928,33.51181787
9.116321833,-19.02125168,14.27168274,-23.82405281,33.66117104
9.126317833,-19.08294296,15.42372704,-23.18947792,33.7609531
9.136314833,-19.14918518,16.41098022,-22.52998543,33.81733
9.146310833,-19.10458374,17.32150841,-22.02137947,33.91107381
9.156306833,-18.86410522,18.13167191,-21.57568169,33.91344914
9.166302833,-18.63304901,18.86854553,-21.46889687,34.11929159
9.176299833,-18.35684967,19.46928978,-21.30172729,34.20220402
9.186295833,-18.14161682,20.03672409,-21.12894249,34.3077365
9.196291833,-17.96583939,20.6044178,-20.89818954,34.40999483
9.206288833,-17.77159882,21.05068779,-20.64078712,34.42387651
9.216284833,-17.65374756,21.50165367,-20.43296623,34.51785078
9.226280833,-17.5695343,21.96879387,-20.23680115,34.65320419
9.236277833,-17.39469528,22.36998558,-19.99814796,34.68310253
9.246273833,-17.20433426,22.78338432,-19.78399467,34.73439454
9.256269833,-16.91680527,23.21126366,-19.65816116,34.80494737
9.266266833,-16.5326767,23.57205772,-19.49706459,34.7722135
9.276262833,-16.10662079,23.84849358,-19.3211937,34.66240622
9.286258833,-15.83964443,24.13295937,-19.24547577,34.69412632
9.296254833,-15.67886639,24.3837719,-19.07103729,34.700139
9.306251833,-15.54113865,24.79754829,-19.04475021,34.91629852
9.316247833,-15.32449055,25.22941017,-19.02629852,35.11927083
9.326243833,-15.01128292,25.7569561,-18.88602638,35.29081176
9.336240833,-14.49403667,26.24753761,-18.68938255,35.33133666
9.346236833,-13.8458128,26.86060905,-18.52865601,35.44728402
9.356232833,-13.1524725,27.38446236,-18.30652046,35.46864817
9.366229833,-12.50397205,27.86483574,-18.18102264,35.54360663
9.376225833,-12.0364275,28.24142265,-18.11526299,35.64570512
9.386221833,-11.66276073,28.44364738,-17.86148262,35.55409436
9.396218833,-11.37520599,28.69288826,-17.68663216,35.57378396
9.406214833,-11.11766148,28.97011375,-17.51385689,35.63151794
9.416210833,-10.828269,29.25027275,-17.29604149,35.66486951
9.426207833,-10.52904797,29.57116508,-16.94141388,35.66968124
9.436203833,-10.21525097,29.86179924,-16.56054306,35.64168897
9.446199833,-9.960837364,30.15734291,-16.21214485,35.65834058
9.456195833,-9.694626808,30.35985374,-16.14013481,35.72408795
9.466192833,-9.442556381,30.48251534,-16.1313858,35.75705833
9.476188833,-9.156686783,30.45311165,-16.30905342,35.73824486
9.486184833,-8.777602196,30.36560249,-16.61680031,35.71042099
9.496181833,-8.318161964,30.23518181,-16.90734863,35.62606455
9.506177833,-7.870859146,30.04856682,-17.17717361,35.49538118
9.516173833,-7.508738518,29.891119,-17.32188797,35.35403728
9.526170833,-7.186602592,29.75901222,-17.45389557,35.24038217
9.536166833,-6.888923645,29.70057487,-17.75660515,35.28283497
9.546162833,-6.520702362,29.61402702,-18.07592583,35.3022556
9.556158833,-6.074679852,29.54697609,-18.3319664,35.2985343
9.566155833,-5.674357414,29.47989464,-18.5769062,35.3038803
9.576151833,-5.312661648,29.29358101,-18.83841324,35.23101014
9.586147833,-5.016364574,29.02783394,-19.06535721,35.08941296
9.596144833,-4.737970829,28.80294609,-19.17051315,34.92229439
9.606140833,-4.391120911,28.44716835,-19.39454842,34.70838282
9.616136833,-3.983197689,28.12890816,-19.68625832,34.5637108
9.626133833,-3.480279922,27.74819374,-19.90716171,34.32738982
9.636129833,-2.836744785,27.37392616,-20.09391975,34.07557139
9.646125833,-2.165829182,27.14706612,-20.46180153,34.063754
9.656122833,-1.375450373,27.02411079,-20.69938469,34.06844514
9.666118833,-0.5350246429,26.93605232,-20.81643105,34.04645308
9.676114833,0.3250484467,26.89037132,-21.02832985,34.13778526
9.686110833,1.255445004,26.82535744,-21.12138557,34.1656095
9.696107833,2.123386145,26.70062828,-21.02103806,34.04873508
9.706103833,2.861226082,26.67109108,-21.06721878,34.1080844
9.716099833,3.641866922,26.57032204,-21.08109474,34.11242828
9.726096833,4.458333015,26.50111198,-21.14253807,34.19345823
9.736092833,5.313289642,26.410429,-20.99258423,34.15304378
9.746088833,6.228662014,26.34075737,-20.88648415,34.18884247
9.756085833,7.128447533,26.19473839,-20.85116768,34.2308381
9.766081833,8.119804382,25.95549202,-20.76448631,34.21670178
9.776077833,8.97899437,25.73239326,-20.73620224,34.24570756
9.786074833,9.882559776,25.42545891,-20.71344948,34.25151001
9.796070833,10.73370552,25.03174782,-20.64743805,34.17773443
9.806066833,11.58689594,24.63631248,-20.65830994,34.17557344
9.816062833,12.38298798,24.12793159,-20.8024807,34.17950669
9.826059833,13.11228848,23.65595055,-20.96935272,34.22352786
9.836055833,13.92546272,23.08898354,-21.09039879,34.23192361
9.846051833,14.7968502,22.57142067,-21.19067383,34.31414379
9.856048833,15.62509537,22.05383492,-21.18379021,34.34047477
9.866044833,16.51213455,21.50877953,-21.02094078,34.3097382
9.876040833,17.42054749,21.00740623,-20.7263298,34.26904344
9.886037833,18.44038391,20.58880997,-20.41290665,34.36034942
9.896033833,19.55335236,20.05275917,-20.05075836,34.4453139
9.906029833,20.75183487,19.46134949,-19.42183304,34.44692109
9.916026833,22.0194931,18.82634926,-18.6332531,34.44542965
9.926022833,23.31171036,18.17840576,-17.77542496,34.4942895
9.936018833,24.64242935,17.5653019,-16.74599457,34.58637722
9.946014833,25.82984543,16.90440178,-15.70815468,34.63648131
9.956011833,26.93412781,16.22733116,-14.53027344,34.63960686
9.966007833,27.99316406,15.46770859,-13.37168694,34.66510139
9.976003833,28.97341919,14.70063782,-12.03623009,34.64734631
9.986000833,29.87295914,13.98042679,-10.77748489,34.69870605
9.995996833,30.62901688,13.36008263,-9.42424202,34.71951642
10.00599283,31.33205795,12.82782936,-8.062572479,34.80310527
10.01598983,32.0279541,12.24045944,-6.503066063,34.89854667
10.02598583,32.68976593,11.57094574,-4.81812191,35.01031106
10.03598183,33.16812897,10.9673996,-3.161805153,35.07713849
10.04597783,33.53013992,10.36102486,-1.491018295,35.12611927
10.05597483,33.81236649,9.864917755,0.2075643539,35.2226605
10.06597083,34.02167511,9.362762451,1.688522816,35.32685674
10.07596683,34.09746933,9.014503479,2.982423782,35.39482362
10.08596383,33.94951248,9.032611847,3.686259747,35.3234481
10.09595983,33.83057785,8.953155518,4.50873518,35.28449637
10.10595933,33.78973007,8.906581879,5.186445236,35.32665103
10.11595633,33.73299026,8.835700989,5.748125076,35.34155042
10.12595233,33.68842697,8.874681473,6.326405048,35.40753428
10.13594833,33.61486435,8.879716873,6.923677444,35.45061052
10.14594533,33.43690109,8.831874847,7.816206932,35.45590866
10.15594133,33.21269989,8.867391586,8.756594658,35.47382158
10.16593733,32.88352966,8.88164711,9.901424408,35.47179702
10.17593333,32.56767273,8.850894928,11.14083576,35.54025703
10.18593033,32.15638733,8.760065079,12.30294991,35.52653322
10.19592633,31.76143265,8.636285782,13.47510338,35.56616998
10.20592233,31.30960464,8.505290985,14.58683395,35.57256025
10.21591933,30.84750366,8.413951874,15.76925278,35.65154136
10.22591533,30.32946014,8.234806061,17.07768631,35.76780051
10.23591133,29.75891876,7.998508453,18.38802338,35.88438082
10.24590833,29.11322021,7.741481781,19.60849762,35.94444756
10.25590433,28.34713364,7.458011627,20.82140732,35.9543172
10.26590033,27.56488419,7.077863693,22.07432175,36.01658889
10.27589633,26.77762985,6.6346035,23.23786736,36.07018025
10.28589333,26.06629944,6.002840042,24.54573059,36.30397974
10.29588933,25.38557816,5.412506104,25.87215042,36.64820552
10.30588533,24.7097435,4.832150459,27.1710701,37.04305808
10.31588233,24.14632416,4.308767319,28.24567795,37.40893969
10.32587833,23.57395935,3.910758972,29.0369873,37.60548134
10.33587433,23.12126923,3.570025444,29.49463654,37.64666993
10.34587133,22.80376053,3.297007561,29.44769859,37.39048951
10.35586733,22.55105209,3.181229591,29.167696,37.00573823
10.36586333,22.37203979,3.146039963,29.21842766,36.9340256
10.37586033,22.21382141,3.068759918,29.26089859,36.8655847
10.38585633,22.13386917,3.066130638,29.34526062,36.88432787
10.39585233,22.13386917,3.066130638,29.34526062,36.88432787
10.40584833,22.13959503,2.988020897,29.47637939,36.9857659
10.41584533,22.11421967,3.032114983,29.65967751,37.12046474
10.42584133,22.09127808,3.189443588,29.77400017,37.21139884
10.43583733,22.03475189,3.271542549,29.78952026,37.19743001
10.44583433,22.02937317,3.314743042,29.84817886,37.24506122
10.45583033,22.01612091,3.354721069,29.9264946,37.30360321
10.46582633,21.95455933,3.504274368,29.76626778,37.15256803
10.47582333,21.97372437,3.677874565,29.66653442,37.10087045
10.48581933,22.11617661,3.721824646,29.50417709,37.06040626
10.49581533,22.52626801,3.753905296,29.292099,37.14231575
10.50581233,23.22486115,3.87556839,28.69889832,37.12197422
10.51580833,24.11826324,3.916111946,27.83390045,37.0371782
10.52580433,25.38623428,3.879281998,26.65723419,37.01510306
10.53580033,26.82882309,3.86561203,25.01957512,36.88777364
10.54579733,28.45554733,3.892341614,23.00159836,36.79595119
10.55579333,30.12059784,3.843153,20.33664322,36.54585198
10.56578933,31.71252441,3.829425812,17.42584229,36.38693016
10.57578633,33.09087372,3.735692024,14.10358906,36.1645205
10.58578233,34.19949341,3.70366478,10.52406979,35.97330298
10.59577833,34.93972778,3.661463737,6.848340511,35.79232686
10.60577533,35.35364914,3.535456657,3.213749409,35.67503534
10.61577133,35.47940063,3.203213692,-0.1438970566,35.62399688
10.62576733,35.30187225,2.846474648,-3.288302422,35.56877191
10.63576333,34.98694992,2.431381226,-5.943914413,35.57145482
10.64576033,34.51705933,2.008761406,-8.23074913,35.54163387
10.65575633,34.06562424,1.631495476,-10.33841896,35.63721985
10.66575233,33.43285751,1.384321213,-12.09439468,35.5801446
10.67574933,32.77485275,1.284041405,-13.7548275,35.56733072
10.68574533,31.97880554,1.233210564,-15.37162781,35.50284149
10.69574133,31.11859131,1.199181557,-17.0178833,35.48821091
10.70573833,30.1763649,1.181484222,-18.60562897,35.47080959
10.71573433,29.13012695,1.090058327,-20.25623512,35.49743068
10.72573033,27.85432816,0.9181127548,-21.87295723,35.42785325
10.73572633,26.32579041,0.7744684219,-23.51679802,35.30845268
10.74572333,24.57606506,0.6303424835,-25.25933266,35.24789628
10.75571933,22.711689,0.4923343658,-26.9617672,35.25620655
10.76571533,20.63975143,0.4043264389,-28.51532936,35.2035059
10.77571233,18.61624527,0.2536687851,-29.66200829,35.02090335
10.78570833,16.71040726,0.1615695953,-30.72497368,34.97553178
10.79570433,15.01772499,0.06807136536,-31.58462334,34.97320587
10.80570133,13.42487621,-0.122387886,-32.23111725,34.91542924
10.81569733,11.83100033,-0.2539453506,-32.78403473,34.85441134
10.82569333,10.26581478,-0.3729085922,-33.18986511,34.74324625
10.83569033,8.744773865,-0.5613918304,-33.45433044,34.58292145
10.84568633,7.212532043,-0.7273826599,-33.66709137,34.43868095
10.85568233,5.885598183,-0.9004001617,-33.81680298,34.33696478
10.86567833,4.622828007,-1.042744637,-33.87191772,34.20182255
10.87567533,3.32233119,-1.179471016,-33.88374329,34.06665665
10.88567133,2.070370674,-1.240795135,-33.86927032,33.95516867
10.89566733,0.7838227749,-1.36787796,-33.71731567,33.754153
10.90566433,-0.4418334961,-1.530770302,-33.37812805,33.41613243
10.91566033,-1.619256258,-1.723939896,-33.07657623,33.16102916
10.92565633,-2.763487816,-1.821064949,-32.83021545,32.99660875
10.93565333,-3.815551758,-1.828010559,-32.53364563,32.80759296
10.94564933,-4.812839031,-1.783288956,-32.18825531,32.59489713
10.95564533,-5.733046055,-1.765135765,-31.82727242,32.3876333
10.96564233,-6.686145782,-1.60901165,-31.49589729,32.23794364
10.97563833,-7.448059082,-1.455493927,-31.26056099,32.16853618
10.98563433,-8.065425873,-1.324713707,-31.01416969,32.07311464
10.99563033,-8.463635445,-1.173365593,-30.76217079,31.92680791
11.00562733,-8.771263123,-1.119069099,-30.53405571,31.78861322
11.01562333,-9.038636208,-1.070791245,-30.26963234,31.60845109
11.02561933,-9.351097107,-1.001280785,-30.16876411,31.60063146
11.03561633,-9.711015701,-1.060584068,-29.99088097,31.54174386
11.04561233,-10.1780901,-1.151581764,-29.68745995,31.4048553
11.05560833,-10.67618561,-1.211997032,-29.34522057,31.25046953
11.06560533,-11.24398804,-1.340501785,-28.92486763,31.06239172
11.07560133,-11.86218452,-1.45885849,-28.56183815,30.96156146
11.08559733,-12.53981686,-1.562002182,-28.15246391,30.85851717
11.09559333,-13.16715622,-1.815320969,-27.4338932,30.48422362
11.10559088,-13.80719852,-2.094898224,-26.86809349,30.28071626
11.11558688,-14.41772556,-2.433440208,-26.45046806,30.22283412
11.12558288,-14.95568943,-2.788435936,-25.96782112,30.09610864
11.13557988,-15.46397305,-3.194867611,-25.52747154,30.01655285
11.14557588,-15.88903332,-3.519114017,-25.09091759,29.90651582
11.15557188,-16.32865906,-3.775857925,-24.65963936,29.81576803
11.16556888,-16.78430557,-3.981657028,-24.35584068,29.84582855
11.17556488,-17.28925705,-4.226652622,-23.96134758,29.8484368
11.18556088,-17.8192215,-4.42170763,-23.36641121,29.71641509
11.19555688,-18.33734512,-4.65582943,-22.7462101,29.58589271
11.20555388,-18.77113342,-4.854895592,-22.13957214,29.42934107
11.21554988,-19.12907028,-4.843490601,-21.79037285,29.39729715
11.22554588,-19.40801239,-4.648231983,-21.58087921,29.39407003
11.23554288,-19.71118927,-4.436015129,-21.27094078,29.33704372
11.24553888,-19.90697479,-4.165035725,-20.97046661,29.21293614
11.25553488,-20.03265762,-3.935132504,-20.79090881,29.13854026
11.26553188,-20.1638031,-3.541314125,-20.55395889,29.01008596
11.27552788,-20.13814163,-3.032727718,-20.44103432,28.85442895
11.28552388,-20.04068375,-2.541199684,-20.40527153,28.71344297
11.29552088,-19.87105942,-2.024169922,-20.36519432,28.52538178
11.30551687,-19.77735138,-1.493026733,-20.27234268,28.36089974
11.31551288,-19.79814148,-1.023329735,-20.04258347,28.19075667
11.32550888,-19.93614197,-0.7135629654,-19.51877594,27.90952423
11.33550588,-20.13560104,-0.6056756973,-18.97185135,27.67201503
11.34550188,-20.49093246,-0.7240934372,-18.34300423,27.51124186
11.35549788,-20.85047913,-0.958650589,-17.82454109,27.44769127
11.36549488,-21.1024971,-1.218161583,-17.45812607,27.41505913
11.37549088,-21.28889847,-1.354330063,-17.11442184,27.3487631
11.38548688,-21.49789429,-1.580042839,-16.86111259,27.36700773
11.39548388,-21.63952255,-1.80483532,-16.5295887,27.29017533
11.40547988,-21.73594666,-2.044746399,-16.13408279,27.14665711
11.41547588,-21.92880249,-2.287770271,-15.63327026,27.0278636
11.42547188,-22.11777115,-2.548633575,-15.20902443,26.9630443
11.43546888,-22.32420349,-2.743105888,-14.70964813,26.87505236
11.44546488,-22.56923676,-2.905311584,-14.20903969,26.82737579
11.45546088,-22.8069725,-3.028270721,-13.58727264,26.71970053
11.46545788,-23.00128174,-3.080480576,-13.08374977,26.64081137
11.47545388,-23.14649963,-3.14640522,-12.39249229,26.44303644
11.48544988,-23.29595184,-3.276456356,-11.79242897,26.3153552
11.49544688,-23.4095726,-3.417281151,-11.30305099,26.21916974
11.50544288,-23.56015396,-3.379901409,-11.06353951,26.2470283
11.51543888,-23.61356354,-3.383278847,-10.85287476,26.20747697
11.52543488,-23.68591309,-3.345706463,-10.71166992,26.20984744
11.53543188,-23.74449921,-3.473395348,-10.37081146,26.14229233
11.54542788,-23.81515503,-3.584904194,-9.974876404,26.06743767
11.55542388,-23.9198761,-3.75944376,-9.625673294,26.05662059
11.56542088,-23.97436905,-3.949378967,-9.29527092,26.014804
11.57541688,-24.13283539,-3.958385944,-8.96846199,26.04795335
11.58541288,-24.25538635,-4.116895199,-8.505931854,26.03120185
11.59540988,-24.29285049,-4.382369518,-8.11590004,25.98491064
11.60540588,-24.28383255,-4.615225792,-7.768867493,25.91061818
11.61540188,-24.28910446,-4.906553745,-7.381227493,25.85570313
11.62539888,-24.30077744,-5.320801735,-6.889923096,25.81297649
11.63539488,-24.32875061,-5.803753376,-6.245184898,25.77933269
11.64539088,-24.3122139,-6.305221558,-5.474001884,25.70611328
11.65538688,-24.32987595,-6.85941124,-4.626781464,25.69827801
11.66538388,-24.26918793,-7.465262413,-3.719364166,25.66237119
11.67537987,-24.24977493,-8.066877365,-2.872742653,25.71728495
11.68537588,-24.29050064,-8.573933601,-1.95443821,25.8333232
11.69537288,-24.27812195,-9.001211166,-0.9740438461,25.91134441
11.70536888,-24.22552109,-9.554665565,-0.02774143219,26.04166423
11.71536488,-24.05114365,-10.17049217,0.9731097221,26.13127177
11.72536188,-23.83043671,-10.78197575,1.970633984,26.23021374
11.73535788,-23.5869751,-11.434021,2.980888844,26.38120408
11.74535388,-23.5869751,-11.434021,2.980888844,26.38120408
11.75534988,-23.20691299,-12.18257046,4.002212048,26.51402525
11.76534688,-22.92507172,-12.83829117,4.904425621,26.72889867
11.77534288,-22.66439438,-13.36791706,5.766801834,26.9375571
11.78533888,-22.37039948,-13.85874176,6.620012283,27.13529175
11.79533588,-22.04184723,-14.35743999,7.371452808,27.3188109
11.80533188,-21.74734116,-14.79548168,8.052721024,27.50817045
11.81532788,-21.40408325,-15.26716042,8.717728615,27.69873209
11.82532488,-21.04616165,-15.66850853,9.355665207,27.85626592
11.83532088,-20.66334915,-16.06349564,10.03112221,28.02915095
11.84531688,-20.23106384,-16.42217636,10.75729752,28.19048191
11.85531288,-19.83605957,-16.81706238,11.48604202,28.42906976
11.86530988,-19.3237648,-17.18947983,12.24388885,28.61466262
11.87530588,-18.79840851,-17.63274384,12.92676163,28.83392071
11.88530188,-18.17577744,-18.17625237,13.5609417,29.06259065
11.89529888,-17.63040924,-18.69323158,14.06440639,29.29293028
11.90529488,-16.98210526,-19.17791367,14.69229126,29.53045367
11.91529088,-16.33764648,-19.6056881,15.22857857,29.71887117
11.92528787,-15.7413187,-20.06168365,15.7773304,29.98640392
11.93528388,-15.22209072,-20.57550049,16.25201797,30.31816872
11.94527988,-14.63086224,-21.20132065,16.98233414,30.85381337
11.95527688,-14.10508251,-21.76786995,17.65917397,31.37897289
11.96527288,-13.62941265,-22.23845291,18.1197319,31.75900441
11.97526888,-13.28203297,-22.82815933,18.65239716,32.33340653
11.98526488,-12.95122242,-23.29358864,18.67134857,32.54143038
11.99526188,-12.74329281,-23.62849045,18.17005539,32.41678555
12.00525788,-12.55134296,-23.92458534,17.62503052,32.25776953
12.01525388,-12.4166441,-24.3056736,17.04171944,32.17699522
12.02525088,-12.25221634,-24.63821793,16.51163292,32.09038188
12.03524688,-12.00995731,-24.93224335,16.25144196,32.09307088
12.04524287,-11.7848978,-25.2045784,15.95802116,32.0751154
12.05523988,-11.5617218,-25.59956741,15.84440422,32.24990555
12.06523588,-11.35085964,-25.97111893,15.7311039,32.41617903
12.07523188,-11.17845535,-26.25587845,15.66400337,32.55288035
12.08522788,-10.99817753,-26.48720169,15.51835632,32.60906539
12.09522488,-10.69237328,-26.8731842,15.514925,32.82084358
12.10521633,-10.37719345,-27.38064194,15.57349396,33.16503295
12.11521233,-10.03082275,-27.71930885,15.52271461,33.31564433
12.12520933,-9.691479683,-28.04379845,15.47053623,33.46217119
12.13520533,-9.336190224,-28.3092556,15.45658112,33.578033
12.14520133,-8.952576637,-28.53003502,15.30872536,33.59268668
12.15519833,-8.4679842,-28.86565018,15.09642029,33.65760571
12.16519433,-8.048061371,-29.18372536,14.80680466,33.70018667
12.17519033,-7.590456963,-29.54402924,14.42506027,33.74236305
12.18518633,-7.157561302,-29.98494911,13.99576569,33.85571317
12.19518333,-6.664903641,-30.37399483,13.30999184,33.82538078
12.20517933,-6.197296143,-30.68622017,12.58992958,33.74250901
12.21517533,-5.624503136,-31.05196571,12.12632751,33.80691393
12.22517233,-5.090293407,-31.52081871,11.72952652,34.01550957
12.23516833,-4.444565773,-31.99874496,11.26744556,34.21445855
12.24516433,-3.836229801,-32.36634827,10.87213707,34.35841271
12.25516133,-3.265258312,-32.74160385,10.5958128,34.56798784
12.26515733,-2.691483498,-33.03591919,10.40586853,34.74043955
12.27515333,-2.260914564,-33.25099182,10.32035923,34.88911014
12.28514933,-1.880043507,-33.42301178,10.48666,35.07994182
12.29514633,-1.641732693,-33.57173157,10.41360855,35.18806175
12.30514233,-1.52328968,-33.74314117,10.21672058,35.2888278
12.31513833,-1.572071791,-33.78074646,10.06072712,35.2821268
12.32513533,-1.810323,-33.85321426,9.75586319,35.2773901
12.33513133,-2.098252535,-33.90382385,9.362804413,35.23540892
12.34512733,-2.585816383,-33.98690033,8.778819084,35.19749288
12.35512433,-3.247304916,-33.96426392,7.956156731,35.03450645
12.36512033,-3.868684769,-34.00675583,7.023668289,34.93934859
12.37511633,-4.438817024,-33.99430084,6.053165436,34.81316415
12.38511333,-4.942807198,-34.03211212,5.183601379,34.77766125
12.39510933,-5.253633022,-34.05429459,4.421535492,34.73968359
12.40510533,-5.428595543,-34.12862396,3.835137844,34.76982751
12.41510133,-5.421726704,-34.20139313,3.471526623,34.80203887
12.42509833,-5.342388153,-34.34025574,3.110651016,34.89226884
12.43509433,-5.257160664,-34.39733124,2.823047161,34.91108319
12.44509033,-5.19584465,-34.47777176,2.705606461,34.97190091
12.45508733,-5.178393364,-34.49096298,2.525361538,34.9688395
12.46508333,-5.173197269,-34.58525467,2.604366302,35.06685806
12.47507933,-5.161009789,-34.61367035,2.841405869,35.11147653
12.48507633,-5.204993248,-34.58539963,3.129110336,35.11457181
12.49507233,-5.309434891,-34.58708191,3.28585577,35.14616881
12.50506833,-5.413606644,-34.42868805,3.582069874,35.03530965
12.51506433,-5.473306656,-34.30096054,4.005360126,34.9650667
12.52506133,-5.524366856,-34.22158051,4.744267464,34.98775893
12.53505733,-5.535296917,-34.19430161,5.532219887,35.07841546
12.54505333,-5.559158802,-34.07304382,6.330026627,35.09908544
12.55505033,-5.609188557,-33.9036026,7.149555683,35.1003335
12.56504633,-5.679862976,-33.73960114,7.970409393,35.13045622
12.57504233,-5.731786728,-33.55718613,8.874230385,35.18081984
12.58503933,-5.716720581,-33.26759338,9.93626976,35.18725793
12.59503533,-5.710860729,-33.00900269,11.1741457,35.31387434
12.60503133,-5.644035339,-32.68096161,12.3754158,35.3984647
12.61502733,-5.515092373,-32.37767029,13.53207779,35.52248452
12.62502433,-5.353198528,-31.95422363,14.39216423,35.45227121
12.63502033,-5.165159225,-31.63864899,15.13871765,35.45227428
12.64501633,-4.965967655,-31.38952637,15.6532383,35.42579667
12.65501333,-4.687408447,-31.0208683,16.12718964,35.27537829
12.66500933,-4.33888483,-30.62438774,16.8231945,35.20935841
12.67500533,-3.964575768,-30.04616547,17.64577866,35.06940867
12.68500233,-3.65503931,-29.44718361,18.57852554,35.00939226
12.69499833,-3.381184578,-28.79973412,19.45922089,34.92160322
12.70499433,-3.241818905,-28.03252792,20.31600761,34.77171519
12.71499033,-3.278686047,-27.2808075,21.23488045,34.72624926
12.72498733,-3.300127506,-26.51231766,22.19524193,34.73359459
12.73498333,-3.324677944,-25.66320992,23.20358658,34.75716123
12.74497933,-3.34681654,-24.71630859,24.02268219,34.62927015
12.75497633,-3.294705868,-23.64353561,24.68867874,34.34243324
12.76497233,-3.164219856,-22.46150589,25.53915977,34.15816471
12.77496833,-2.955864906,-21.22611427,26.4906559,34.07403578
12.78496533,-2.732847214,-19.84627914,27.53556824,34.05217714
12.79496133,-2.55627346,-18.40541077,28.34858704,33.89595944
12.80495733,-2.490169048,-16.88651276,29.08093643,33.72026273
12.81495433,-2.606582165,-15.44916153,29.73872757,33.61343154
12.82495033,-2.979475021,-14.01352692,30.19557762,33.42198552
12.83494633,-3.559161186,-12.70088005,30.72463417,33.43625468
12.84494233,-4.260491848,-11.37683296,30.99326515,33.28913642
12.85493933,-4.936121941,-10.09475517,31.10552597,33.07299696
12.86493533,-5.548612595,-8.66560936,31.31838608,32.96545455
12.87493133,-6.053164005,-7.354764938,31.5040226,32.91256298
12.88492833,-6.566074371,-6.096541405,31.71037865,32.95192352
12.89492433,-7.157185555,-4.93469429,31.80566788,32.97236755
12.90492033,-7.732435226,-3.773718357,31.67597961,32.82375952
12.91491733,-8.393172264,-2.846188545,31.60437775,32.82351021
12.92491333,-9.172140121,-1.959742546,31.32016945,32.69436893
12.93490933,-10.0614748,-1.309279442,30.94680977,32.56766069
12.94490533,-11.0574646,-0.5560836792,30.51272964,32.45925789
12.95490233,-11.89114285,0.2045192719,30.0837574,32.34924366
12.96489833,-12.71693993,0.9094743729,29.617836,32.24537043
12.97489433,-13.4792347,1.580470085,29.10422897,32.11298488
12.98489133,-14.24228477,2.321007729,28.60800934,32.04134752
12.99488733,-15.06871128,3.033056259,28.08945656,32.02004153
13.00488333,-15.80732059,3.743523598,27.52305794,31.95941288
13.01488033,-16.52218246,4.347940445,26.94345665,31.9035571
13.02487633,-17.16187668,4.840314865,26.43338776,31.88546138
13.03487233,-17.73261261,5.214946747,26.00673676,31.90598026
