Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
-0.0004691251088,-0.2318678284,0.04101470947,9.76554245
0.009525874862,-0.2338137817,0.0375718689,9.782756653
0.01952187484,-0.2350112915,0.03338058472,9.757010193
0.02951787482,-0.2354603577,0.03861968994,9.770033112
0.03951387503,-0.2318678284,0.03532653809,9.748627625
0.049508875,-0.2284249878,0.03622467041,9.75850708
0.05950487498,-0.222437439,0.03742218018,9.759405212
0.06950087496,-0.2369572449,0.04490661621,9.777068481
0.07949587493,-0.237406311,0.04326004028,9.766590271
0.08949187491,-0.2269281006,0.04101470947,9.750124512
0.09948787489,-0.2270777893,0.03966751099,9.759255524
0.1094838749,-0.226179657,0.0426612854,9.766590271
0.1194788748,-0.2276765442,0.04640350342,9.751322021
0.1294748748,-0.2251318359,0.03188369751,9.764195251
0.139470875,-0.2269281006,0.03353027344,9.755812683
0.149466875,-0.2213896179,0.04834945679,9.762698364
0.159461875,-0.2329156494,0.04655319214,9.761650543
0.169457875,-0.2257305908,0.04595443726,9.77377533
0.1794538749,-0.226179657,0.03951782227,9.771230621
0.1894498749,-0.2354603577,0.03787124634,9.769883423
0.1994448749,-0.2362088013,0.04819976807,9.745933228
0.2094408749,-0.2305206299,0.04370910645,9.763746185
0.2194368748,-0.2246827698,0.04041595459,9.761500854
0.2294328748,-0.2287243652,0.03547622681,9.762099609
0.239427875,-0.2306703186,0.03053649902,9.753118286
0.249423875,-0.2273771667,0.0383203125,9.7609021
0.259419875,-0.2282752991,0.03502716064,9.757159882
0.269415875,-0.2248324585,0.03622467041,9.772727509
0.2794108749,-0.2225871277,0.03667373657,9.773326263
0.2894068749,-0.226179657,0.0383203125,9.780511322
0.2994028749,-0.2291734314,0.03772155762,9.774673462
0.3093978749,-0.227227478,0.03637435913,9.758656769
0.3193938748,-0.2284249878,0.03427871704,9.761949921
0.3293898748,-0.2312690735,0.03308120728,9.754016418
0.3393849998,-0.232616272,0.03203338623,9.764195251
0.34938,-0.2312690735,0.03652404785,9.759105835
0.359376,-0.2249821472,0.04146377563,9.761351166
0.369372,-0.2302212524,0.04730163574,9.765841827
0.379368,-0.2302212524,0.04475692749,9.770482178
0.3893629999,-0.2284249878,0.03802093506,9.753267975
0.3993589999,-0.2230361938,0.04296066284,9.762099609
0.4093549999,-0.2251318359,0.04460723877,9.759405212
0.4193509999,-0.2266287231,0.04490661621,9.759405212
0.4293459998,-0.2357597351,0.03787124634,9.765093384
0.4393419998,-0.2383044434,0.03742218018,9.7609021
