Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.03940987494,0.001871045097,-0.001484281616,0.0002045303117
0.04940487514,0.0004121613456,0.001237640041,-0.0005038644304
0.05939987511,0.0009565114742,-0.0004172483459,-0.000502799172
0.06939387508,-0.0003819809062,0.001947014709,-0.000365433807
0.07938887505,0.0002739556367,0.003645845223,-0.0002354715252
0.08938387502,0.00304474961,0.002656484488,-0.001735996804
0.09937887499,0.0006130172405,-0.00002345442772,-0.0004318467691
0.109373875,0.0002875706414,0.001359880669,-0.002022182103
0.1193688749,-0.0009958066512,-0.001439101761,-0.0004024475347
0.1293638751,0.0002529495396,0.001497720019,0.003295649542
0.1393588751,-0.001035487745,0.001376546221,0.00116884918
0.1493538751,0.0009121657349,0.002180753974,-0.003334525507
0.1593488751,0.001491669565,0.001100842026,0.0006005614996
0.169343875,0.0006489123916,0.0005073356442,0.002005569404
0.179338875,0.001799664344,0.0001094592735,-0.0007920811768
0.189333875,0.002931848168,-0.002181232441,-0.00009874079842
0.1993288749,-0.0004269303754,-0.0006725518033,0.0002626501955
0.2093238751,0.002188052516,-0.0007751584053,-0.0003647397389
0.2193188751,-0.002679140773,0.00165577489,-0.0004145408748
0.2293138751,0.001950773294,0.0001759005245,0.001643509837
0.2393088751,0.002330007497,-0.00167925749,-0.0008042014088
0.249303875,0.00007217098027,-0.001877295785,-0.000151332235
0.259298875,0.001495097997,0.0006769420579,0.0003679841757
0.269293875,0.00117605133,-0.000109990593,0.001184810768
0.2792888749,-0.000003995373845,0.0007779073203,0.0006322049303
0.2892838751,0.003173888428,0.0001017141622,-0.000905645662
0.2992788751,-0.001164667541,0.0004844103241,0.0004389843671
0.3092738751,0.001850397559,-0.001435382059,0.00097416481
0.3192688751,-0.002135023009,-0.0002268396784,0.0002963902662
0.329263875,0.0006279562367,-0.0001518526115,-0.002226204611
0.339258875,0.00002155441325,0.001677738968,0.0005879575619
0.349253875,0.0001187847229,0.002375417855,-0.001247730805
0.3592488749,-0.001886309241,-0.0002539211418,-0.0024216522
0.3692438749,0.0004763724282,-0.0004791985266,-0.0002981520956
0.3792388751,0.002580269473,-0.0003058265429,0.001306402381
0.3892338751,0.0009645544924,-0.00001848861575,0.00007389159873
0.3992288751,0.002524900716,-0.001129293116,0.000572435325
0.409223875,0.00006343331188,-0.00002953526564,0.002311919117
0.419218875,-0.00211663032,-0.0004207536113,0.000903905835
0.429213875,0.001845503459,0.001007028273,0.001370203099
0.4392088749,0.0008593348321,0.003156731836,0.0005946905585
0.4492038749,0.002999086864,0.003372614272,-0.0006377307582
0.4591988751,0.0005644250195,0.001214654883,0.000697045587
0.4691938751,0.001737479353,0.0003746702569,-0.0009653981542
0.4791888751,0.001731354278,0.001924363663,0.002958503086
0.489183875,-0.00005968054757,0.00132507598,-0.002311699325
0.499177875,0.0007765521295,-0.0004517850466,0.001689167693
0.509172875,0.0017201351,-0.001370353624,0.00002675759606
0.5191678749,-0.001884719823,0.0001700185239,-0.001155419624
0.5291628751,0.001760906889,-0.000737989787,0.0002430914901
0.5391578751,-0.0008553826483,0.0004559053341,0.001050828258
0.5491528751,0.002765117679,0.0007551126182,-0.0005014818744
0.5591478751,0.0006779984105,-0.00002865563147,-0.0004420934129
0.569142875,0.001938919653,0.001078178291,0.002020273358
0.579137875,0.0002273060381,-0.0009527483489,-0.001395763364
0.589132875,-0.0001444271766,0.002183026867,-0.0005025309511
0.5991278749,-0.007145078387,0.00006474857219,-0.0008708461537
0.6091228749,-0.0008070699987,-0.002522248775,0.002538269386
0.6191178751,0.0001372868428,-0.0002287344541,0.0004799121525
0.6291128751,-0.0006814307417,0.00214325008,-0.0003385929158
0.6391078751,0.0005548086483,0.00001272116788,0.0002438403899
0.649102875,0.000860998407,-0.0006202175282,0.001589024672
0.659097875,-0.0002820302034,-0.000651642913,0.0009868841153
0.669092875,0.0005342822988,0.0003987316741,-0.0001827151282
0.6790878749,-0.0007096802583,0.001558271935,0.001286550891
0.6890828749,-0.00004012149293,0.003551264759,-0.0004629946779
0.6990778751,-0.003779732157,0.001905697514,-0.0002973460359
0.7090728751,-0.0005201937165,0.002101187361,0.0004495505709
0.7190678751,0.002596237464,-0.000438935589,0.00224638544
0.729062875,0.0006116455188,-0.00188447535,-0.0001377394656
0.739057875,0.0009165775264,0.003473271849,-0.001792361378
0.749052875,-0.0003084864002,0.0007129958831,-0.0003061654279
0.7590478749,0.003439380089,-0.0008185880724,0.002405731473
0.7690428749,-0.0007163770497,0.000572937075,-0.000799895206
0.7790378751,0.0001254481031,-0.003211947391,0.0004648399772
0.7890328751,0.004004950635,-0.001971283462,0.001560807694
0.7990278751,0.00149891607,-0.002504980657,-0.001428057905
0.809022875,0.0008738884935,-0.001555910334,0.001255332143
0.819017875,0.001300526899,0.0002790074795,0.00001589709427
0.829012875,-0.001498187659,-0.001361510484,-0.00009612168651
0.839007875,0.001893614302,0.0008390595904,-0.00171452458
0.8490028749,-0.001002478763,-0.0004782555625,0.001333781984
0.858997375,0.002202102914,-0.001101435162,0.001939651091
0.868992375,-0.0006047079805,-0.003103424096,-0.0005908054882
0.8789873749,0.001114894985,-0.003994784318,-0.001446212875
0.8889823749,0.002597316168,-0.002505779266,0.001875385176
0.8989773751,0.0004718472483,-0.0001315709669,-0.001648775768
0.9089723751,0.00158441742,0.0006189760752,0.0009215595201
0.9189673751,0.000865630107,-0.0008484257851,-0.001387667377
0.928962375,0.0006518922746,0.0004980302183,-0.0001444331137
0.938957375,0.0008420418017,0.00004848861136,-0.001528211636
0.948951375,-0.0002511496423,0.002745750593,-0.0004983815015
0.9589463749,-0.0009888452478,-0.0008005148266,-0.0005295405281
0.9689413749,-0.001480896608,-0.0003165255766,0.00002039433457
0.9789363751,-0.001749609597,-0.0004100024235,-0.001182821812
0.9889313751,-0.000994238304,0.001432532212,-0.001683068927
0.9989263751,-0.00101953838,-0.00003726640716,-0.0007147435681
1.008921375,0.000931491144,0.0003853465896,-0.001008964609
1.018916375,-0.0003548157401,0.001387227792,-0.0001223982545
1.028911375,0.002697307151,-0.0009147352539,-0.002814540174
1.038906375,0.002867749427,-0.0006795779336,-0.0009902748279
1.048901375,-0.0007889925619,-0.0003671962768,0.001387669239
1.058896375,0.002544752322,0.0004538561916,0.001133869868
1.068891375,-0.001566152438,-0.0006861186121,0.0003452559467
1.078886375,0.001305001555,0.0001381298061,-0.00115117419
1.088881375,-0.001064270968,-0.001189738745,0.0004592637997
1.098876375,0.001876924071,0.0003234692849,0.00100174977
1.108871375,0.00006592378486,-0.00161176268,-0.0003820656566
1.118866375,-0.001584703452,0.002471662126,0.001365766861
1.128861375,0.001925634453,-0.0008772604633,0.001755442587
1.138856375,-0.00107814488,0.002033574507,0.001929347054
1.148851375,0.002515707398,-0.002224165248,0.000311742886
1.158846375,0.001503972569,-0.0002262617927,0.0002859102096
1.168841375,-0.0002552950755,-0.0004356964491,0.0004245176679
1.178836375,0.001665909193,-0.001259944867,-0.001666330034
1.188831375,0.0007645813748,0.0002404302359,-0.0007960617077
1.198826375,-0.002283672802,-0.001010989305,-0.0006522510084
1.208821375,0.0001013848232,-0.0001717894338,-0.0003465506015
1.218816375,-0.001241381047,0.0003515216522,0.0009354951326
1.228811375,0.001045605168,-0.002227027435,0.002792324405
1.238806375,0.000859183725,-0.003186298069,-0.0001581915421
1.248801375,0.000457547023,-0.001296402887,0.0000757407397
1.258796375,0.0005238597514,0.0004216022789,0.0005684256321
1.268791375,0.000790716731,-0.0003166277893,0.0002785145771
1.278786375,-0.001042603399,0.00006979703903,-0.0004093798925
1.288781375,0.001934499596,-0.0008546849713,-0.0007486456889
1.298776375,0.001761393971,0.00009899283759,0.0006548402598
1.308771375,-0.0006234529428,-0.001276766881,0.0007225811714
1.318766375,-0.0002285061637,0.0009163462091,-0.001048687147
1.328761375,0.0009626770625,0.0004852428101,0.0003692518221
1.338756375,-0.0006573237479,0.002351319883,0.000006795627996
1.348751375,-0.0006606841926,-0.0002115585376,-0.001669537509
1.358746375,-0.001698251814,0.0009525091155,-0.0002468769671
1.368741375,0.000248041586,-0.0005135724787,-0.000326381647
1.378735375,-0.0006883257884,-0.0008030580357,-0.001437718864
1.388731375,0.0007285906468,-0.002184185199,0.001395218773
1.398725375,-0.00009059766307,0.002660105005,-0.002630149247
1.408720375,0.001001806348,-0.002536797896,0.0003957026638
1.418715375,-0.001466943999,-0.000634501921,-0.001455460559
1.428710375,0.001165772439,-0.0003591482528,-0.001068662154
1.438705375,0.00003259733785,0.001064577722,0.003075216198
1.448700375,0.00008004158735,-0.0004980810918,0.0006473371759
1.458695375,0.001528534805,0.000283024041,-0.0005630694795
1.468690375,-0.000632808893,0.001070655417,0.0005206607748
1.478685375,-0.001883163,0.001201416599,0.0002133320086
1.488680375,0.00206371583,0.001183638233,-0.001052239095
1.498675375,0.002200069837,-0.0004744457547,0.0001035727328
1.508670375,0.0005517732352,-0.000508970581,0.0006526736543
1.518665375,-0.00007087376434,-0.001227757661,-0.002861900255
1.528660375,-0.001823797589,0.001007553888,0.0008699970786
1.538655375,0.001067862613,-0.0009855558164,-0.00003201549407
1.548650375,-0.0006288301665,0.001542610931,0.0003965519136
1.558645375,0.002585072769,-0.0009082960896,0.0001877601026
1.568640375,-0.002074588789,-0.0004307306372,-0.001624277444
1.578635375,-0.001134759281,0.002291818848,-0.0002988221822
1.588630375,-0.002704324666,0.0007475505117,-0.0001866309904
1.598625375,-0.0009357192321,0.00447890535,0.001112725236
1.608620375,-0.0011104031,0.0001085756812,0.00003538990859
1.618615375,-0.00125101814,0.0009362860583,0.001104116323
1.628610375,-0.0005687538069,0.001709259581,-0.002157548442
1.638605375,0.0005050325999,-0.001077472232,-0.001671521575
1.648600375,0.0002905433066,-0.0003664984833,-0.001668334706
1.658595375,-0.001608024235,-0.002203280572,-0.002111484762
1.668590375,-0.001516162418,-0.001968228258,0.0001221649582
1.678585375,-0.001801653299,0.001611060114,0.001214061049
1.688580375,-0.00187766063,0.0003736000508,-0.001588211861
1.698575375,0.000558865373,-0.001452795928,0.001592401415
1.708570375,0.001280041179,-0.002458849922,-0.0002368742134
1.718565375,-0.0007604727289,-0.0006724011619,0.0023855404
1.728560375,-0.00240187184,-0.001528640045,-0.001781550003
1.738555375,0.000514289597,-0.001523313578,-0.0005674147978
1.748550375,-0.002118656412,-0.005303694867,0.0002159497235
1.758545375,-0.0009982646443,-0.002986744978,-0.0008810063591
1.768540375,-0.0002758129267,-0.00270268973,-0.0008231575484
1.778535375,-0.0008941989508,-0.002400421072,0.001946263597
1.788530375,-0.00167386164,-0.004283525515,-0.001103258459
1.798525375,0.0004010071279,-0.002767654136,-0.002179441741
1.808520375,0.002832408063,-0.002368670655,-0.001295462018
1.818515375,0.00003395846579,-0.004497335292,0.003048419952
1.828510375,0.002061892999,-0.005127234384,-0.0002839083318
1.838505375,0.002991868882,-0.004351455718,-0.0002879030071
1.848499375,0.002890312113,-0.003920126241,0.001844732207
1.858494458,0.004812315572,-0.003969394602,-0.0008189613582
1.868489458,0.005363995209,-0.008069597185,-0.002145451028
1.878484458,0.007931282744,-0.01361270063,-0.001172864577
1.888479458,-0.004570276942,-0.08737418056,-0.07827781886
1.898474458,0.00228070491,-0.1662000269,-0.4668370187
1.908469458,0.02795479074,0.1356127411,-0.7766646147
1.918464458,0.01265573036,0.07839179039,-0.7247353792
1.928459458,-0.02840095013,-0.2378847301,-0.5921056271
1.938454458,-0.001892377739,-0.2101958394,-0.7153493166
1.948449458,0.002612809651,-0.1170371547,-0.8588035703
1.958444458,0.0008998644771,-0.03626906872,-0.8376700282
1.968439458,-0.03223849088,0.01916040108,-0.7208470702
1.978434458,-0.09231141955,-0.05382219702,-0.6778620481
1.988429458,-0.1949809343,-0.2285372168,-0.7367329597
1.998424458,-0.3603991866,-0.5260474086,-0.8098258376
2.008419458,-0.615570426,-0.7245243192,-0.8325212002
