Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
-0.0005701249465,-0.2859054565,0.0758921814,9.767189026
0.009424875025,-0.2745291138,0.08187973022,9.787546692
0.019419875,-0.288899231,0.0809815979,9.742640076
0.02941487497,-0.2897973633,0.08352630615,9.75147171
0.03940987494,-0.2854563904,0.07798782349,9.765991516
0.04940487514,-0.2815644836,0.08442443848,9.748777313
0.05939987511,-0.2799179077,0.08906478882,9.760453033
0.06939387508,-0.2806663513,0.08756790161,9.747130737
0.07938887505,-0.2826123047,0.0845741272,9.767039337
0.08938387502,-0.2803669739,0.08517288208,9.749974823
0.09937887499,-0.28081604,0.07694000244,9.775571594
0.109373875,-0.2815644836,0.08053253174,9.736502838
0.1193688749,-0.2920426941,0.08232879639,9.745783539
0.1293638751,-0.2874023438,0.08921447754,9.772128754
0.1393588751,-0.2874023438,0.08726852417,9.72812027
0.1493538751,-0.2868035889,0.09220825195,9.788295135
0.1593488751,-0.2758763123,0.08247848511,9.767189026
0.169343875,-0.2689906311,0.08412506104,9.75730957
0.179338875,-0.2854563904,0.07813751221,9.747729492
0.189333875,-0.2866539001,0.08322692871,9.764195251
0.1993288749,-0.2859054565,0.08337661743,9.758058014
0.2093238751,-0.2854563904,0.08741821289,9.773925018
0.2193188751,-0.2736309814,0.08053253174,9.750423889
0.2293138751,-0.2842588806,0.0845741272,9.774823151
0.2393088751,-0.2887495422,0.08262817383,9.758806458
0.249303875,-0.2883004761,0.09026229858,9.776170349
0.259298875,-0.28081604,0.09190887451,9.759554901
0.269293875,-0.2731819153,0.08367599487,9.74683136
0.2792888749,-0.2787203979,0.0860710144,9.776469727
0.2892838751,-0.2823129272,0.08547225952,9.750423889
0.2992788751,-0.2917433167,0.08786727905,9.773176575
0.3092738751,-0.2880010986,0.08143066406,9.749226379
0.3192688751,-0.2905458069,0.07753875732,9.762848053
0.329263875,-0.2805166626,0.07843688965,9.742340698
0.339258875,-0.2836601257,0.0809815979,9.793983307
0.349253875,-0.2908451843,0.08577163696,9.753567352
0.3592488749,-0.2785707092,0.08816665649,9.760453033
0.3692438749,-0.2823129272,0.0904119873,9.761500854
0.3792388751,-0.2857557678,0.08936416626,9.761051788
0.3892338751,-0.2823129272,0.08921447754,9.751621399
0.3992288751,-0.2905458069,0.08442443848,9.759105835
0.409223875,-0.2850073242,0.08816665649,9.753417664
0.419218875,-0.2775228882,0.08996292114,9.754315796
0.429213875,-0.2737806702,0.07708969116,9.730066223
0.4392088749,-0.2752775574,0.0860710144,9.726324005
0.4492038749,-0.2854563904,0.08696914673,9.773026886
0.4591988751,-0.2874023438,0.09475296021,9.788145447
0.4691938751,-0.2865042114,0.09160949707,9.793234863
0.4791888751,-0.2944377136,0.08502319336,9.770931244
0.489183875,-0.2938389587,0.09190887451,9.777816925
0.499177875,-0.3008743286,0.09909393311,9.781708832
0.509172875,-0.2999761963,0.1019380188,9.750872955
0.5191678749,-0.2851570129,0.09280700684,9.778265991
0.5291628751,-0.2911445618,0.08666976929,9.774673462
0.5391578751,-0.2788700867,0.09190887451,9.740544434
0.5491528751,-0.2782713318,0.09265731812,9.755812683
0.5591478751,-0.2971321106,0.09774673462,9.741442566
0.569142875,-0.2785707092,0.09639953613,9.778864746
0.579137875,-0.2821632385,0.08158035278,9.768835602
0.589132875,-0.2881507874,0.08412506104,9.759255524
0.5991278749,-0.2859054565,0.09175918579,9.722881165
0.6091228749,-0.2977308655,0.09340576172,9.9188237
0.6191178751,-0.2644999695,0.08622070313,9.538015594
0.6291128751,-0.289947052,0.09385482788,9.966125336
0.6391078751,-0.2716850281,0.08562194824,9.631870422
0.649102875,-0.2905458069,0.09175918579,9.862091675
0.659097875,-0.2893482971,0.08622070313,9.667945404
0.669092875,-0.2984793091,0.09505233765,9.836345215
0.6790878749,-0.2782713318,0.08981323242,9.691745911
0.6890828749,-0.2778222656,0.09580078125,9.897118835
0.6990778751,-0.2799179077,0.08083190918,9.626182251
0.7090728751,-0.2848576355,0.09580078125,9.809700623
0.7190678751,-0.2914439392,0.08936416626,9.738299103
0.729062875,-0.2707868958,0.07813751221,9.780211945
0.739057875,-0.2727328491,0.08831634521,9.73156311
0.749052875,-0.2885998535,0.09220825195,9.731862488
0.7590478749,-0.2815644836,0.09520202637,9.747130737
0.7690428749,-0.2957849121,0.08681945801,9.877359924
0.7790378751,-0.2859054565,0.07604187012,9.657616882
0.7890328751,-0.2800675964,0.08816665649,9.875863037
0.7990278751,-0.2865042114,0.08906478882,9.714199219
0.809022875,-0.3007246399,0.09295669556,9.791588287
0.819017875,-0.2996768188,0.08367599487,9.723479919
0.829012875,-0.3017724609,0.09430389404,9.783205719
0.839007875,-0.2788700867,0.08951385498,9.730814667
0.8490028749,-0.2830613708,0.08637039185,9.808652802
0.858997375,-0.2860551453,0.07394622803,9.705068207
0.868992375,-0.2868035889,0.08786727905,9.797725525
0.8789873749,-0.2859054565,0.08816665649,9.724976807
0.8889823749,-0.2903961182,0.09280700684,9.783355408
0.8989773751,-0.2694396973,0.09535171509,9.749076691
0.9089723751,-0.2911445618,0.08217910767,9.751771088
0.9189673751,-0.2911445618,0.09250762939,9.75970459
0.928962375,-0.277073822,0.09774673462,9.751322021
0.938957375,-0.2894979858,0.09580078125,9.749226379
0.948951375,-0.2878514099,0.08232879639,9.786199493
0.9589463749,-0.2782713318,0.08202941895,9.745783539
0.9689413749,-0.2800675964,0.09116043091,9.766141205
0.9789363751,-0.2927911377,0.09624984741,9.781559143
0.9889313751,-0.290994873,0.08547225952,9.716594238
0.9989263751,-0.2912942505,0.09340576172,9.793983307
1.008921375,-0.2877017212,0.08741821289,9.746382294
1.018916375,-0.2953358459,0.09131011963,9.806257782
1.028911375,-0.2865042114,0.08726852417,9.758207703
1.038906375,-0.2877017212,0.09205856323,9.76314743
1.048901375,-0.2918930054,0.08741821289,9.744735718
1.058896375,-0.2841091919,0.09056167603,9.756112061
1.068891375,-0.2791694641,0.08637039185,9.754764862
1.078886375,-0.2869532776,0.0845741272,9.756860504
1.088881375,-0.2933898926,0.08202941895,9.784403229
1.098876375,-0.2845582581,0.08906478882,9.749675446
1.108871375,-0.2839595032,0.08637039185,9.757608948
1.118866375,-0.2842588806,0.09175918579,9.762548676
1.128861375,-0.2814147949,0.0860710144,9.736652527
1.138856375,-0.2906954956,0.09744735718,9.783804474
1.148851375,-0.2821632385,0.09086105347,9.73859848
1.158846375,-0.2896476746,0.08592132568,9.759255524
1.168841375,-0.282462616,0.08936416626,9.756261749
1.178836375,-0.2869532776,0.09445358276,9.784702606
1.188831375,-0.2823129272,0.09265731812,9.752519531
1.198826375,-0.2850073242,0.08652008057,9.771829376
1.208821375,-0.2784210205,0.09355545044,9.745035095
1.218816375,-0.2833607483,0.09610015869,9.767338715
1.228811375,-0.2826123047,0.08696914673,9.754315796
1.238806375,-0.2820135498,0.0845741272,9.769284668
1.248801375,-0.2829116821,0.08367599487,9.768835602
1.258796375,-0.2788700867,0.08846603394,9.754166107
1.268791375,-0.288899231,0.08726852417,9.766889648
1.278786375,-0.2791694641,0.08876541138,9.750872955
1.288781375,-0.2817141724,0.08487350464,9.758357391
1.298776375,-0.2853067017,0.08382568359,9.765392761
1.308771375,-0.2782713318,0.08622070313,9.748627625
1.318766375,-0.2859054565,0.08187973022,9.7609021
1.328761375,-0.2832110596,0.08771759033,9.760153656
1.338756375,-0.2869532776,0.08187973022,9.756112061
1.348751375,-0.2906954956,0.09220825195,9.761650543
1.358746375,-0.2847079468,0.09131011963,9.780810699
1.368741375,-0.286204834,0.09071136475,9.753717041
1.378735375,-0.2839595032,0.07993377686,9.767039337
1.388731375,-0.2881507874,0.07888595581,9.766590271
1.398725375,-0.2871029663,0.08981323242,9.759854279
1.408720375,-0.2785707092,0.09430389404,9.775721283
1.418715375,-0.2766247559,0.08202941895,9.748477936
1.428710375,-0.2778222656,0.07918533325,9.750872955
1.438705375,-0.2836601257,0.09026229858,9.753118286
1.448700375,-0.2857557678,0.09774673462,9.743687897
1.458695375,-0.2809657288,0.09520202637,9.742939453
1.468690375,-0.2818638611,0.09190887451,9.759255524
1.478685375,-0.2793191528,0.08846603394,9.780361633
1.488680375,-0.2851570129,0.08666976929,9.75850708
1.498675375,-0.2906954956,0.08861572266,9.768536224
1.508670375,-0.2871029663,0.08726852417,9.768536224
1.518665375,-0.2857557678,0.09086105347,9.760602722
1.528660375,-0.2827619934,0.0853225708,9.756411438
1.538655375,-0.2865042114,0.0853225708,9.75506424
1.548650375,-0.2893482971,0.08442443848,9.761201477
1.558645375,-0.2851570129,0.08771759033,9.769134979
1.568640375,-0.2845582581,0.08936416626,9.768087158
1.578635375,-0.2878514099,0.08367599487,9.754914551
1.588630375,-0.2805166626,0.08981323242,9.756112061
1.598625375,-0.2877017212,0.08517288208,9.773176575
1.608620375,-0.2877017212,0.0860710144,9.762698364
1.618615375,-0.2742297363,0.08981323242,9.769733734
1.628610375,-0.2790197754,0.09295669556,9.774673462
1.638605375,-0.2833607483,0.0802331543,9.767488403
1.648600375,-0.2905458069,0.08666976929,9.773475952
1.658595375,-0.2896476746,0.09654922485,9.762099609
1.668590375,-0.2803669739,0.0896635437,9.760453033
1.678585375,-0.2918930054,0.08577163696,9.7502742
1.688580375,-0.2905458069,0.08547225952,9.772428131
1.698575375,-0.2844085693,0.08337661743,9.769134979
1.708570375,-0.2823129272,0.08876541138,9.767787781
