Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
0.003959624795,-0.3236270142,0.0845741272,9.793534241
0.01395562501,-0.2959346008,0.07469467163,9.727222137
0.02395162499,-0.3068618774,0.06915618896,9.776918793
0.03394762496,-0.3107537842,0.07289840698,9.723479919
0.04394462495,-0.3173400879,0.06571334839,9.775421906
0.05394062493,-0.307610321,0.07454498291,9.72692276
0.06393662491,-0.2992277527,0.08187973022,9.794132996
0.07393262489,-0.3016227722,0.06691085815,9.730365601
0.08392862487,-0.3032693481,0.07125183105,9.787546692
0.09392462485,-0.2984793091,0.07499404907,9.738448792
0.1039206248,-0.314046936,0.07649093628,9.774374084
0.1139166248,-0.310304718,0.08008346558,9.749675446
0.1239136248,-0.3128494263,0.07888595581,9.76314743
0.133909625,-0.3013233948,0.07259902954,9.759255524
0.143905625,-0.310304718,0.07723937988,9.764045563
0.153901625,-0.3144960022,0.06391708374,9.734407196
0.1638976249,-0.3094065857,0.07319778442,9.766440582
0.1738936249,-0.3004252625,0.0672102356,9.73515564
0.1838896249,-0.303868103,0.08442443848,9.777667236
0.1938856249,-0.3050656128,0.07409591675,9.741143188
0.2038826249,-0.3138972473,0.07649093628,9.765991516
0.2138786248,-0.3121009827,0.07858657837,9.746232605
0.2238746248,-0.3088078308,0.06825805664,9.752220154
0.2338706248,-0.3074606323,0.07364685059,9.75970459
0.243866625,-0.3022215271,0.06765930176,9.755213928
0.253862625,-0.3083587646,0.07110214233,9.757159882
0.263858625,-0.3115022278,0.06765930176,9.763746185
0.2738546249,-0.2989283752,0.06990463257,9.743538208
0.2838516249,-0.3070115662,0.07469467163,9.760303345
0.2938476249,-0.2969824219,0.07274871826,9.741592255
0.3038436249,-0.3100053406,0.07140151978,9.770931244
0.3138396249,-0.3159928894,0.07948471069,9.749076691
0.3238356248,-0.3110531616,0.06706054688,9.761051788
0.3338316248,-0.3046165466,0.07200027466,9.749525757
0.3438276248,-0.3017724609,0.07334747314,9.761800232
0.353823625,-0.3089575195,0.07185058594,9.757908325
0.363820625,-0.307610321,0.07439529419,9.750573578
0.373816625,-0.3023712158,0.07394622803,9.757608948
0.383812625,-0.3044668579,0.06661148071,9.761201477
0.3938086249,-0.302820282,0.06975494385,9.762099609
0.4038046249,-0.3095562744,0.0722996521,9.757010193
0.4138006249,-0.3101550293,0.08337661743,9.765841827
0.4237966249,-0.3071612549,0.07918533325,9.747130737
0.4337926249,-0.3017724609,0.07140151978,9.7502742
0.4437896248,-0.3040177917,0.06451583862,9.751322021
0.4537856248,-0.3070115662,0.07529342651,9.759255524
0.4637816248,-0.3168910217,0.08352630615,9.757010193
0.473777625,-0.3107537842,0.06691085815,9.756112061
0.483773625,-0.2968327332,0.06047424316,9.749525757
0.493769625,-0.2983296204,0.06676116943,9.752070465
0.5037656249,-0.3058140564,0.07469467163,9.754764862
0.5137616249,-0.3035687256,0.07679031372,9.751022644
0.5237576249,-0.3079096985,0.07903564453,9.75730957
0.5337546249,-0.3052153015,0.07185058594,9.762698364
0.5437506249,-0.3032693481,0.06990463257,9.762398987
0.5537466248,-0.3109034729,0.07020401001,9.738149414
